ID,Glottocode,Parameter_ID,Value,Coder,Source
ingu1240-ref-horizontal,ingu1240,ref-horizontal,False,AWM,"nichols2011ingush[129,174]"
ingu1240-ref-horizontal-domain,ingu1240,ref-horizontal-domain,NA,AWM,"nichols2011ingush[129,174]"
ingu1240-ref-sensitive,ingu1240,ref-sensitive,False,AWM,"nichols2011ingush[129,174]"
ingu1240-ref-sensitive-domain,ingu1240,ref-sensitive-domain,NA,AWM,"nichols2011ingush[129,174]"
iran1263-align-noun,iran1263,align-noun,no marking,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-align-pro,iran1263,align-pro,no marking,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-align-index,iran1263,align-index,accusative,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-align-noun-nl,iran1263,align-noun-nl,no marking,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-align-pro-nl,iran1263,align-pro-nl,no marking,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-align-index-nl,iran1263,align-index-nl,accusative,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-ref-ergative,iran1263,ref-ergative,False,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-ref-ergative-domain,iran1263,ref-ergative-domain,NA,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-ref-tripartite,iran1263,ref-tripartite,False,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-ref-tripartite-domain,iran1263,ref-tripartite-domain,NA,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-ref-horizontal,iran1263,ref-horizontal,False,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-ref-horizontal-domain,iran1263,ref-horizontal-domain,NA,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-ref-sensitive,iran1263,ref-sensitive,False,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iran1263-ref-sensitive-domain,iran1263,ref-sensitive-domain,NA,MV;NCP,monserrat2010myky[157];silva1960munku[39]
iris1253-align-noun,iris1253,align-noun,no marking,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-align-pro,iris1253,align-pro,no marking,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-align-index,iris1253,align-index,no marking,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-align-noun-nl,iris1253,align-noun-nl,no marking,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-align-pro-nl,iris1253,align-pro-nl,no marking,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-align-index-nl,iris1253,align-index-nl,no marking,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-ref-ergative,iris1253,ref-ergative,False,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-ref-ergative-domain,iris1253,ref-ergative-domain,NA,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-ref-tripartite,iris1253,ref-tripartite,False,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-ref-tripartite-domain,iris1253,ref-tripartite-domain,NA,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-ref-horizontal,iris1253,ref-horizontal,False,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-ref-horizontal-domain,iris1253,ref-horizontal-domain,NA,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-ref-sensitive,iris1253,ref-sensitive,False,AWM;HT,"doyle2001irish[38-39,75,84-85]"
iris1253-ref-sensitive-domain,iris1253,ref-sensitive-domain,NA,AWM;HT,"doyle2001irish[38-39,75,84-85]"
itel1242-align-noun,itel1242,align-noun,no marking,AWM,bobaljik2002agreement[4-9]
itel1242-align-pro,itel1242,align-pro,no marking,AWM,bobaljik2002agreement[4-9]
itel1242-align-index,itel1242,align-index,sensitive;tripartite,AN,bobaljik2002agreement[4-9]
itel1242-align-noun-nl,itel1242,align-noun-nl,no marking,AWM,bobaljik2002agreement[4-9]
itel1242-align-pro-nl,itel1242,align-pro-nl,no marking,AWM,bobaljik2002agreement[4-9]
itel1242-align-index-nl,itel1242,align-index-nl,sensitive;tripartite,AN,bobaljik2002agreement[4-9]
itel1242-ref-ergative,itel1242,ref-ergative,False,AN;AWM,bobaljik2002agreement[4-9]
itel1242-ref-ergative-domain,itel1242,ref-ergative-domain,NA,AN;AWM,bobaljik2002agreement[4-9]
itel1242-ref-tripartite,itel1242,ref-tripartite,True,AN;AWM,bobaljik2002agreement[4-9]
itel1242-ref-tripartite-domain,itel1242,ref-tripartite-domain,Verb,AN;AWM,bobaljik2002agreement[4-9]
itel1242-ref-horizontal,itel1242,ref-horizontal,False,AN;AWM,bobaljik2002agreement[4-9]
itel1242-ref-horizontal-domain,itel1242,ref-horizontal-domain,NA,AN;AWM,bobaljik2002agreement[4-9]
itel1242-ref-sensitive,itel1242,ref-sensitive,True,AN;AWM,bobaljik2002agreement[4-9]
itel1242-ref-sensitive-domain,itel1242,ref-sensitive-domain,Verb,AN;AWM,bobaljik2002agreement[4-9]
iton1250-align-noun,iton1250,align-noun,no marking,MV;NCP,crevels2012itonama[251]
iton1250-align-pro,iton1250,align-pro,no marking,MV;NCP,crevels2012itonama[251]
iton1250-align-index,iton1250,align-index,sensitive,MV;NCP,crevels2012itonama[251]
iton1250-align-noun-nl,iton1250,align-noun-nl,no marking,MV;NCP,crevels2012itonama[251]
iton1250-align-pro-nl,iton1250,align-pro-nl,no marking,MV;NCP,crevels2012itonama[251]
iton1250-align-index-nl,iton1250,align-index-nl,accusative,MV;NCP,crevels2012itonama[251]
iton1250-ref-ergative,iton1250,ref-ergative,False,MV;NCP,crevels2012itonama[251]
iton1250-ref-ergative-domain,iton1250,ref-ergative-domain,NA,MV;NCP,crevels2012itonama[251]
iton1250-ref-tripartite,iton1250,ref-tripartite,False,MV;NCP,crevels2012itonama[251]
iton1250-ref-tripartite-domain,iton1250,ref-tripartite-domain,NA,MV;NCP,crevels2012itonama[251]
iton1250-ref-horizontal,iton1250,ref-horizontal,False,MV;NCP,crevels2012itonama[251]
iton1250-ref-horizontal-domain,iton1250,ref-horizontal-domain,NA,MV;NCP,crevels2012itonama[251]
iton1250-ref-sensitive,iton1250,ref-sensitive,True,MV;NCP,crevels2012itonama[251]
iton1250-ref-sensitive-domain,iton1250,ref-sensitive-domain,Verb,MV;NCP,crevels2012itonama[251]
iumi1238-align-noun,iumi1238,align-noun,no marking,AWM;HT,arisawa2016iumien[525]
iumi1238-align-pro,iumi1238,align-pro,no marking,AWM;HT,arisawa2016iumien[525]
iumi1238-align-index,iumi1238,align-index,no marking,AWM;HT,arisawa2016iumien[525]
iumi1238-align-noun-nl,iumi1238,align-noun-nl,no marking,AWM;HT,arisawa2016iumien[525]
iumi1238-align-pro-nl,iumi1238,align-pro-nl,no marking,AWM;HT,arisawa2016iumien[525]
iumi1238-align-index-nl,iumi1238,align-index-nl,no marking,AWM;HT,arisawa2016iumien[525]
iumi1238-ref-ergative,iumi1238,ref-ergative,False,AWM;HT,arisawa2016iumien[525]
iumi1238-ref-ergative-domain,iumi1238,ref-ergative-domain,NA,AWM;HT,arisawa2016iumien[525]
iumi1238-ref-tripartite,iumi1238,ref-tripartite,False,AWM;HT,arisawa2016iumien[525]
iumi1238-ref-tripartite-domain,iumi1238,ref-tripartite-domain,NA,AWM;HT,arisawa2016iumien[525]
iumi1238-ref-horizontal,iumi1238,ref-horizontal,False,AWM;HT,arisawa2016iumien[525]
iumi1238-ref-horizontal-domain,iumi1238,ref-horizontal-domain,NA,AWM;HT,arisawa2016iumien[525]
iumi1238-ref-sensitive,iumi1238,ref-sensitive,False,AWM;HT,arisawa2016iumien[525]
iumi1238-ref-sensitive-domain,iumi1238,ref-sensitive-domain,NA,AWM;HT,arisawa2016iumien[525]
jama1261-align-noun,jama1261,align-noun,no marking,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-align-pro,jama1261,align-pro,accusative,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-align-index,jama1261,align-index,accusative,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-align-noun-nl,jama1261,align-noun-nl,no marking,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-align-pro-nl,jama1261,align-pro-nl,accusative,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-align-index-nl,jama1261,align-index-nl,accusative,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-ref-ergative,jama1261,ref-ergative,False,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-ref-ergative-domain,jama1261,ref-ergative-domain,NA,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-ref-tripartite,jama1261,ref-tripartite,False,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-ref-tripartite-domain,jama1261,ref-tripartite-domain,NA,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-ref-horizontal,jama1261,ref-horizontal,False,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-ref-horizontal-domain,jama1261,ref-horizontal-domain,NA,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-ref-sensitive,jama1261,ref-sensitive,True,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jama1261-ref-sensitive-domain,jama1261,ref-sensitive-domain,Pro,AWM;HT,"dixon2004jarawara[101-114,76-80,90]"
jaqa1244-align-noun,jaqa1244,align-noun,accusative,HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-align-pro,jaqa1244,align-pro,accusative,HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-align-index,jaqa1244,align-index,sensitive,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-align-noun-nl,jaqa1244,align-noun-nl,accusative,HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-align-pro-nl,jaqa1244,align-pro-nl,accusative,HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-align-index-nl,jaqa1244,align-index-nl,accusative,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-ref-ergative,jaqa1244,ref-ergative,False,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-ref-ergative-domain,jaqa1244,ref-ergative-domain,NA,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-ref-tripartite,jaqa1244,ref-tripartite,False,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-ref-tripartite-domain,jaqa1244,ref-tripartite-domain,NA,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-ref-horizontal,jaqa1244,ref-horizontal,False,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-ref-horizontal-domain,jaqa1244,ref-horizontal-domain,NA,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-ref-sensitive,jaqa1244,ref-sensitive,True,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
jaqa1244-ref-sensitive-domain,jaqa1244,ref-sensitive-domain,Verb,AWM;HT,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]"
juho1239-align-noun,juho1239,align-noun,no marking,HT,dickens2005concise[3-4]
juho1239-align-pro,juho1239,align-pro,no marking,HT,dickens2005concise[3-4]
juho1239-align-index,juho1239,align-index,no marking,HT,dickens2005concise[3-4]
juho1239-align-noun-nl,juho1239,align-noun-nl,no marking,HT,dickens2005concise[3-4]
juho1239-align-pro-nl,juho1239,align-pro-nl,no marking,HT,dickens2005concise[3-4]
juho1239-align-index-nl,juho1239,align-index-nl,no marking,HT,dickens2005concise[3-4]
juho1239-ref-ergative,juho1239,ref-ergative,False,HT,dickens2005concise[3-4]
juho1239-ref-ergative-domain,juho1239,ref-ergative-domain,NA,HT,dickens2005concise[3-4]
juho1239-ref-tripartite,juho1239,ref-tripartite,False,HT,dickens2005concise[3-4]
juho1239-ref-tripartite-domain,juho1239,ref-tripartite-domain,NA,HT,dickens2005concise[3-4]
juho1239-ref-horizontal,juho1239,ref-horizontal,False,HT,dickens2005concise[3-4]
juho1239-ref-horizontal-domain,juho1239,ref-horizontal-domain,NA,HT,dickens2005concise[3-4]
juho1239-ref-sensitive,juho1239,ref-sensitive,False,HT,dickens2005concise[3-4]
juho1239-ref-sensitive-domain,juho1239,ref-sensitive-domain,NA,HT,dickens2005concise[3-4]
juru1256-align-noun,juru1256,align-noun,accusative;no marking,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-align-pro,juru1256,align-pro,accusative,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-align-index,juru1256,align-index,accusative,NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-align-noun-nl,juru1256,align-noun-nl,accusative;no marking,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-align-pro-nl,juru1256,align-pro-nl,accusative,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-align-index-nl,juru1256,align-index-nl,accusative,NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-ref-ergative,juru1256,ref-ergative,False,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-ref-ergative-domain,juru1256,ref-ergative-domain,NA,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-ref-tripartite,juru1256,ref-tripartite,False,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-ref-tripartite-domain,juru1256,ref-tripartite-domain,NA,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-ref-horizontal,juru1256,ref-horizontal,False,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-ref-horizontal-domain,juru1256,ref-horizontal-domain,NA,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-ref-sensitive,juru1256,ref-sensitive,False,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
juru1256-ref-sensitive-domain,juru1256,ref-sensitive-domain,NA,MV;NCP,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]"
kain1272-align-noun,kain1272,align-noun,accusative;no marking,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-align-pro,kain1272,align-pro,accusative;no marking,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-align-index,kain1272,align-index,no marking,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-align-noun-nl,kain1272,align-noun-nl,accusative;no marking,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-align-pro-nl,kain1272,align-pro-nl,accusative;no marking,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-align-index-nl,kain1272,align-index-nl,no marking,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-ref-ergative,kain1272,ref-ergative,False,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-ref-ergative-domain,kain1272,ref-ergative-domain,NA,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-ref-tripartite,kain1272,ref-tripartite,False,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-ref-tripartite-domain,kain1272,ref-tripartite-domain,NA,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-ref-horizontal,kain1272,ref-horizontal,False,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-ref-horizontal-domain,kain1272,ref-horizontal-domain,NA,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-ref-sensitive,kain1272,ref-sensitive,False,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kain1272-ref-sensitive-domain,kain1272,ref-sensitive-domain,NA,DI,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]"
kala1399-align-noun,kala1399,align-noun,ergative,DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-align-pro,kala1399,align-pro,ergative,DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-align-index,kala1399,align-index,sensitive,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-align-noun-nl,kala1399,align-noun-nl,ergative,DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-align-pro-nl,kala1399,align-pro-nl,ergative,DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-align-index-nl,kala1399,align-index-nl,sensitive,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-ref-ergative,kala1399,ref-ergative,True,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-ref-ergative-domain,kala1399,ref-ergative-domain,Noun;Pro,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-ref-tripartite,kala1399,ref-tripartite,True,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-ref-tripartite-domain,kala1399,ref-tripartite-domain,Noun,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-ref-horizontal,kala1399,ref-horizontal,False,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-ref-horizontal-domain,kala1399,ref-horizontal-domain,NA,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-ref-sensitive,kala1399,ref-sensitive,True,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1399-ref-sensitive-domain,kala1399,ref-sensitive-domain,Verb,AWM;DI,"fortescue1984kalaallisut[206,210-211,253-258,261-263]"
kala1400-align-noun,kala1400,align-noun,no marking,DI;MV,banks2007kalapuya[10-13]
kala1400-align-pro,kala1400,align-pro,no marking,DI;MV,banks2007kalapuya[10-13]
kala1400-align-index,kala1400,align-index,accusative,DI;MV,banks2007kalapuya[10-13]
kala1400-align-noun-nl,kala1400,align-noun-nl,no marking,DI;MV,banks2007kalapuya[10-13]
kala1400-align-pro-nl,kala1400,align-pro-nl,no marking,DI;MV,banks2007kalapuya[10-13]
kala1400-align-index-nl,kala1400,align-index-nl,accusative,DI;MV,banks2007kalapuya[10-13]
kala1400-ref-ergative,kala1400,ref-ergative,False,DI;MV,banks2007kalapuya[10-13]
kala1400-ref-ergative-domain,kala1400,ref-ergative-domain,NA,DI;MV,banks2007kalapuya[10-13]
kala1400-ref-tripartite,kala1400,ref-tripartite,False,DI;MV,banks2007kalapuya[10-13]
kala1400-ref-tripartite-domain,kala1400,ref-tripartite-domain,NA,DI;MV,banks2007kalapuya[10-13]
kala1400-ref-horizontal,kala1400,ref-horizontal,False,DI;MV,banks2007kalapuya[10-13]
kala1400-ref-horizontal-domain,kala1400,ref-horizontal-domain,NA,DI;MV,banks2007kalapuya[10-13]
kala1400-ref-sensitive,kala1400,ref-sensitive,True,DI;MV,banks2007kalapuya[10-13]
kala1400-ref-sensitive-domain,kala1400,ref-sensitive-domain,Verb,DI;MV,banks2007kalapuya[10-13]
kamb1316-align-noun,kamb1316,align-noun,accusative,AWM,"treis2008kambaata[108,84]"
kamb1316-align-pro,kamb1316,align-pro,accusative,AWM,"treis2008kambaata[108,84]"
kamb1316-align-index,kamb1316,align-index,accusative,AWM,"treis2008kambaata[108,84]"
kamb1316-align-noun-nl,kamb1316,align-noun-nl,accusative,AWM,"treis2008kambaata[108,84]"
kamb1316-align-pro-nl,kamb1316,align-pro-nl,accusative,AWM,"treis2008kambaata[108,84]"
kamb1316-align-index-nl,kamb1316,align-index-nl,accusative,AWM,"treis2008kambaata[108,84]"
kamb1316-ref-ergative,kamb1316,ref-ergative,False,AWM,"treis2008kambaata[108,84]"
kamb1316-ref-ergative-domain,kamb1316,ref-ergative-domain,NA,AWM,"treis2008kambaata[108,84]"
kamb1316-ref-tripartite,kamb1316,ref-tripartite,False,AWM,"treis2008kambaata[108,84]"
kamb1316-ref-tripartite-domain,kamb1316,ref-tripartite-domain,NA,AWM,"treis2008kambaata[108,84]"
kamb1316-ref-horizontal,kamb1316,ref-horizontal,False,AWM,"treis2008kambaata[108,84]"
kamb1316-ref-horizontal-domain,kamb1316,ref-horizontal-domain,NA,AWM,"treis2008kambaata[108,84]"
kamb1316-ref-sensitive,kamb1316,ref-sensitive,False,AWM,"treis2008kambaata[108,84]"
kamb1316-ref-sensitive-domain,kamb1316,ref-sensitive-domain,NA,AWM,"treis2008kambaata[108,84]"
kamu1258-align-noun,kamu1258,align-noun,ergative;no marking,HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-align-pro,kamu1258,align-pro,ergative;no marking,HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-align-index,kamu1258,align-index,accusative,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-align-noun-nl,kamu1258,align-noun-nl,ergative;no marking,HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-align-pro-nl,kamu1258,align-pro-nl,ergative;no marking,HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-align-index-nl,kamu1258,align-index-nl,accusative,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-ref-ergative,kamu1258,ref-ergative,True,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-ref-ergative-domain,kamu1258,ref-ergative-domain,Noun;Pro,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-ref-tripartite,kamu1258,ref-tripartite,False,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-ref-tripartite-domain,kamu1258,ref-tripartite-domain,NA,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-ref-horizontal,kamu1258,ref-horizontal,False,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-ref-horizontal-domain,kamu1258,ref-horizontal-domain,NA,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-ref-sensitive,kamu1258,ref-sensitive,False,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kamu1258-ref-sensitive-domain,kamu1258,ref-sensitive-domain,NA,AWM;HT,"harvey1990kamu[29-30,36-37,39,70,81,83]"
kana1291-align-noun,kana1291,align-noun,ergative,AN;AWM,queixalos2010katukina[236-239]
kana1291-align-pro,kana1291,align-pro,ergative,AN;AWM,queixalos2010katukina[236-239]
kana1291-align-index,kana1291,align-index,no marking,AN,queixalos2010katukina[236-239]
kana1291-align-noun-nl,kana1291,align-noun-nl,ergative,AN;AWM,queixalos2010katukina[236-239]
kana1291-align-pro-nl,kana1291,align-pro-nl,ergative,AN;AWM,queixalos2010katukina[236-239]
kana1291-align-index-nl,kana1291,align-index-nl,no marking,AN,queixalos2010katukina[236-239]
kana1291-ref-ergative,kana1291,ref-ergative,True,AN;AWM,queixalos2010katukina[236-239]
kana1291-ref-ergative-domain,kana1291,ref-ergative-domain,Noun;Pro,AN;AWM,queixalos2010katukina[236-239]
kana1291-ref-tripartite,kana1291,ref-tripartite,False,AN;AWM,queixalos2010katukina[236-239]
kana1291-ref-tripartite-domain,kana1291,ref-tripartite-domain,NA,AN;AWM,queixalos2010katukina[236-239]
kana1291-ref-horizontal,kana1291,ref-horizontal,False,AN;AWM,queixalos2010katukina[236-239]
kana1291-ref-horizontal-domain,kana1291,ref-horizontal-domain,NA,AN;AWM,queixalos2010katukina[236-239]
kana1291-ref-sensitive,kana1291,ref-sensitive,False,AN;AWM,queixalos2010katukina[236-239]
kana1291-ref-sensitive-domain,kana1291,ref-sensitive-domain,NA,AN;AWM,queixalos2010katukina[236-239]
kano1245-align-noun,kano1245,align-noun,no marking,MV;NCP,bacelar2023kanoe[685]
kano1245-align-pro,kano1245,align-pro,no marking,MV;NCP,bacelar2023kanoe[685]
kano1245-align-index,kano1245,align-index,NA,,bacelar2023kanoe[685]
kano1245-align-noun-nl,kano1245,align-noun-nl,no marking,MV;NCP,bacelar2023kanoe[685]
kano1245-align-pro-nl,kano1245,align-pro-nl,no marking,MV;NCP,bacelar2023kanoe[685]
kano1245-align-index-nl,kano1245,align-index-nl,NA,,bacelar2023kanoe[685]
kano1245-ref-ergative,kano1245,ref-ergative,False,MV;NCP,bacelar2023kanoe[685]
kano1245-ref-ergative-domain,kano1245,ref-ergative-domain,NA,MV;NCP,bacelar2023kanoe[685]
kano1245-ref-tripartite,kano1245,ref-tripartite,False,MV;NCP,bacelar2023kanoe[685]
kano1245-ref-tripartite-domain,kano1245,ref-tripartite-domain,NA,MV;NCP,bacelar2023kanoe[685]
kano1245-ref-horizontal,kano1245,ref-horizontal,False,MV;NCP,bacelar2023kanoe[685]
kano1245-ref-horizontal-domain,kano1245,ref-horizontal-domain,NA,MV;NCP,bacelar2023kanoe[685]
kano1245-ref-sensitive,kano1245,ref-sensitive,False,MV;NCP,bacelar2023kanoe[685]
kano1245-ref-sensitive-domain,kano1245,ref-sensitive-domain,NA,MV;NCP,bacelar2023kanoe[685]
kara1500-align-noun,kara1500,align-noun,no marking,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-align-pro,kara1500,align-pro,accusative,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-align-index,kara1500,align-index,accusative,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-align-noun-nl,kara1500,align-noun-nl,no marking,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-align-pro-nl,kara1500,align-pro-nl,accusative,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-align-index-nl,kara1500,align-index-nl,accusative,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-ref-ergative,kara1500,ref-ergative,False,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-ref-ergative-domain,kara1500,ref-ergative-domain,NA,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-ref-tripartite,kara1500,ref-tripartite,False,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-ref-tripartite-domain,kara1500,ref-tripartite-domain,NA,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-ref-horizontal,kara1500,ref-horizontal,False,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-ref-horizontal-domain,kara1500,ref-horizontal-domain,NA,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-ref-sensitive,kara1500,ref-sensitive,False,DI,"ribeiro2012karaja[173,198,205-208]"
kara1500-ref-sensitive-domain,kara1500,ref-sensitive-domain,NA,DI,"ribeiro2012karaja[173,198,205-208]"
kari1254-align-noun,kari1254,align-noun,no marking,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-align-pro,kari1254,align-pro,ergative,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-align-index,kari1254,align-index,NA,,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
