ID,Glottocode,Selector_ID,Slot,Portmanteau,Role,Reference,Co-argument_role,Co-argument_reference,TAM,DIR/INV,Exemplar,Predicate_class,Miscellaneous_condition,Source,Comment,Coder
kitj1240-66,kitj1240,kitj1240-pe-3pls-a-indexing-marker,1,simple,A,3pl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-67,kitj1240,kitj1240-pe-3pls-a-indexing-marker,1,simple,S,3pl,NA,NA,any,NA,any,default,,kofod1996kija[180-188],,AWM
kitj1240-68,kitj1240,kitj1240-purru-3pla-2p-portm-indexing-marker,2,portmanteau,P,2pl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-69,kitj1240,kitj1240-purru-3pla-2p-portm-indexing-marker,2,portmanteau,P,2sg,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-70,kitj1240,kitj1240-purru-3pla-2p-portm-indexing-marker,2,portmanteau,A,3pl,P,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-71,kitj1240,kitj1240-purru-3pla-2p-portm-indexing-marker,2,portmanteau,A,3pl,P,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-72,kitj1240,kitj1240-yarre-1exclp-indexing-marker,2,simple,P,1du.excl,A,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-73,kitj1240,kitj1240-yarre-1exclp-indexing-marker,2,simple,P,1du.excl,A,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-74,kitj1240,kitj1240-yarre-1exclp-indexing-marker,2,simple,P,1du.excl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-75,kitj1240,kitj1240-yarre-1exclp-indexing-marker,2,simple,P,1du.excl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-76,kitj1240,kitj1240-yarre-1exclp-indexing-marker,2,simple,P,1pl.excl,A,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-77,kitj1240,kitj1240-yarre-1exclp-indexing-marker,2,simple,P,1pl.excl,A,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-78,kitj1240,kitj1240-yarre-1exclp-indexing-marker,2,simple,P,1pl.excl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-79,kitj1240,kitj1240-yarre-1exclp-indexing-marker,2,simple,P,1pl.excl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-80,kitj1240,kitj1240-yayi-1du-inclp-indexing-marker,2,simple,P,1du.incl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-81,kitj1240,kitj1240-yayi-1du-inclp-indexing-marker,2,simple,P,1du.incl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-82,kitj1240,kitj1240-yuwurru-1pl-inclp-indexing-marker,2,simple,P,1pl.incl,A,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-83,kitj1240,kitj1240-yuwurru-1pl-inclp-indexing-marker,2,simple,P,1pl.incl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-84,kitj1240,kitj1240-yuwurru-1pl-inclp-indexing-marker,2,simple,P,1pl.incl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-85,kitj1240,kitj1240-ja-n-2a-3-port-indexing-marker,-2,portmanteau,A,2pl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-86,kitj1240,kitj1240-ja-n-2a-3-port-indexing-marker,-2,portmanteau,A,2pl,P,3sg,any,none,any,default,,kofod1996kija[180-189],,AWM
kitj1240-87,kitj1240,kitj1240-ja-n-2a-3-port-indexing-marker,-2,portmanteau,A,2sg,P,3sg,any,none,any,default,,kofod1996kija[180-190],,AWM
kitj1240-88,kitj1240,kitj1240-ja-n-2a-3-port-indexing-marker,-2,portmanteau,P,3pl,A,2pl,any,none,any,default,,kofod1996kija[180-191],,AWM
kitj1240-89,kitj1240,kitj1240-ja-n-2a-3-port-indexing-marker,-2,portmanteau,P,3sg,A,2pl,any,none,any,default,,kofod1996kija[180-192],,AWM
kitj1240-90,kitj1240,kitj1240-ja-n-2a-3-port-indexing-marker,-2,portmanteau,P,3sg,A,2sg,any,none,any,default,,kofod1996kija[180-193],,AWM
kitj1240-91,kitj1240,kitj1240-juna-2sga-3plp-port-indexing-marker,-2,portmanteau,A,2sg,P,3pl,any,none,any,default,,kofod1996kija[180-204],,AWM
kitj1240-92,kitj1240,kitj1240-juna-2sga-3plp-port-indexing-marker,-2,portmanteau,P,3pl,A,2sg,any,none,any,default,,kofod1996kija[180-205],,AWM
kitj1240-93,kitj1240,kitj1240-nam-3pla-2splp-portm-change-with-gender-of-p-indexing-marker,-2,portmanteau,A,3pl,P,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-94,kitj1240,kitj1240-nam-3pla-2splp-portm-change-with-gender-of-p-indexing-marker,-2,portmanteau,P,2pl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-95,kitj1240,kitj1240-nan-2pp-indexing-marker,-2,simple,P,2pl,A,1sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-96,kitj1240,kitj1240-nan-2pp-indexing-marker,-2,simple,P,2pl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-97,kitj1240,kitj1240-nane-2sp-indexing-marker,-2,simple,P,2sg,A,1sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-98,kitj1240,kitj1240-nane-2sp-indexing-marker,-2,simple,P,2sg,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-99,kitj1240,kitj1240-ngen-3a-1sg-portm-indexing-marker,-2,portmanteau,A,3pl,P,1sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-100,kitj1240,kitj1240-ngen-3a-1sg-portm-indexing-marker,-2,portmanteau,A,3sg,P,1sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-101,kitj1240,kitj1240-ngen-3a-1sg-portm-indexing-marker,-2,portmanteau,P,1sg,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-102,kitj1240,kitj1240-ngen-3a-1sg-portm-indexing-marker,-2,portmanteau,P,1sg,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-103,kitj1240,kitj1240-ngin-i-3sga-3sgp-port-indexing-marker,-2,portmanteau,A,3sg,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-104,kitj1240,kitj1240-ngin-i-3sga-3sgp-port-indexing-marker,-2,portmanteau,P,3sg,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-105,kitj1240,kitj1240-ngu-3pla-3sgp-port-indexing-marker,-2,portmanteau,A,3pl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-106,kitj1240,kitj1240-ngu-3pla-3sgp-port-indexing-marker,-2,portmanteau,P,3sg,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-107,kitj1240,kitj1240-nim-3pla-2sgp-portm-change-with-gender-of-p-indexing-marker,-2,portmanteau,A,3pl,P,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-108,kitj1240,kitj1240-nim-3pla-2sgp-portm-change-with-gender-of-p-indexing-marker,-2,portmanteau,P,2sg,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-109,kitj1240,kitj1240-nin-1sa-3sp-portm-indexing-marker,-2,portmanteau,A,1sg,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-110,kitj1240,kitj1240-nin-1sa-3sp-portm-indexing-marker,-2,portmanteau,P,3sg,A,1sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-111,kitj1240,kitj1240-nun-1sa-3pp-portm-indexing-marker,-2,portmanteau,A,1sg,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-112,kitj1240,kitj1240-nun-1sa-3pp-portm-indexing-marker,-2,portmanteau,P,3pl,A,1sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-113,kitj1240,kitj1240-pem-3pla-3plp-port-indexing-marker,-2,portmanteau,A,3pl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-114,kitj1240,kitj1240-pem-3pla-3plp-port-indexing-marker,-2,portmanteau,P,3pl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-115,kitj1240,kitj1240-pena-3sga-3plp-port-indexing-marker,-2,portmanteau,P,3pl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-116,kitj1240,kitj1240-pena-3sga-3plp-port-indexing-marker-1,-2,portmanteau,A,3sg,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-117,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,1du.excl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-118,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,1pl.excl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-119,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,1pl.incl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-120,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,2pl,P,1du.excl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-121,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,2pl,P,1pl.excl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-122,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,2pl,P,1sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-123,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,2pl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-124,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,3pl,P,1du.excl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-125,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,3pl,P,1pl.incl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-126,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,3pl,P,1du.incl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-127,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,3pl,P,1pl.excl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-128,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,3pl,P,1sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-129,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,3pl,P,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-130,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,3pl,P,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-131,kitj1240,kitj1240-perr-a-pirr-du-pla-indexing-marker,-1,simple,A,3pl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-132,kitj1240,kitj1240-rr-a-du-pla-indexing-marker,-1,simple,A,1du.excl,P,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-133,kitj1240,kitj1240-rr-a-du-pla-indexing-marker,-1,simple,A,1du.excl,P,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-134,kitj1240,kitj1240-rr-a-du-pla-indexing-marker,-1,simple,A,1du.excl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-135,kitj1240,kitj1240-rr-a-du-pla-indexing-marker,-1,simple,A,1pl.excl,P,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-136,kitj1240,kitj1240-rr-a-du-pla-indexing-marker,-1,simple,A,1pl.excl,P,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-137,kitj1240,kitj1240-rr-a-du-pla-indexing-marker,-1,simple,A,1pl.excl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-138,kitj1240,kitj1240-rr-a-du-pla-indexing-marker,-1,simple,A,1pl.incl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-139,kitj1240,kitj1240-rr-a-du-pla-indexing-marker,-1,simple,A,2pl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-140,kitj1240,kitj1240-rr-a-du-pla-indexing-marker,-1,simple,A,3pl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-141,kitj1240,kitj1240-y-v-1incl-3sg-port-indexing-marker,-2,portmanteau,A,1du.incl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-142,kitj1240,kitj1240-y-v-1incl-3sg-port-indexing-marker,-2,portmanteau,A,1pl.incl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-143,kitj1240,kitj1240-y-v-1incl-3sg-port-indexing-marker,-2,portmanteau,P,3sg,A,1du.incl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-144,kitj1240,kitj1240-y-v-1incl-3sg-port-indexing-marker,-2,portmanteau,P,3sg,A,1pl.incl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-145,kitj1240,kitj1240-yan-1incl-3pl-port-indexing-marker,-2,portmanteau,A,1du.incl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-146,kitj1240,kitj1240-yan-1incl-3pl-port-indexing-marker,-2,portmanteau,A,1pl.incl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-147,kitj1240,kitj1240-yan-1incl-3pl-port-indexing-marker,-2,portmanteau,P,3pl,A,1du.incl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-148,kitj1240,kitj1240-yan-1incl-3pl-port-indexing-marker,-2,portmanteau,P,3pl,A,1pl.incl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-149,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,A,1du.excl,P,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-150,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,A,1du.excl,P,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-151,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,A,1du.excl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-152,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,A,1du.excl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-153,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,A,1pl.excl,P,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-154,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,A,1pl.excl,P,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-155,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,A,1pl.excl,P,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-156,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,A,1pl.excl,P,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-157,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1du.excl,A,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-158,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1du.excl,A,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-159,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1du.excl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-160,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1du.excl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-161,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1du.incl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-162,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1du.incl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-163,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1pl.excl,A,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-164,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1pl.excl,A,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-165,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1pl.excl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-166,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1pl.excl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-167,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1pl.incl,A,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-168,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1pl.incl,A,3pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-169,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1pl.incl,A,3sg,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-170,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1sg,A,2pl,any,none,any,default,,kofod1996kija[180-188],,AWM
kitj1240-171,kitj1240,kitj1240-yin-1a-p-indexing-marker,-2,simple,P,1sg,A,2sg,any,none,any,default,,kofod1996kija[180-188],,AWM
klam1254-10,klam1254,klam1254-role-not-marked,NA,NA,any,any,any,any,any,NA,any,default,,barker1964klamath[103],,HT
koas1236-5,koas1236,koas1236-null-marker,NA,simple,A,3pl,P,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-6,koas1236,koas1236-null-marker,NA,NA,S,3pl,NA,NA,any,NA,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-7,koas1236,koas1236-null-marker,NA,NA,S,3pl,NA,NA,any,NA,non-exemplar,stative,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-8,koas1236,koas1236-null-marker,NA,simple,A,3sg,P,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-9,koas1236,koas1236-null-marker,NA,NA,S,3sg,NA,NA,any,NA,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-10,koas1236,koas1236-p-prefix-indexing-marker,-4,simple,P,1pl,A,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-11,koas1236,koas1236-p-prefix-indexing-marker,-4,simple,S,1pl,NA,NA,any,NA,non-exemplar,stative,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-12,koas1236,koas1236-p-prefix-indexing-marker,-4,simple,P,1sg,A,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-13,koas1236,koas1236-p-prefix-indexing-marker,-4,simple,S,1sg,NA,NA,any,NA,non-exemplar,stative,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-14,koas1236,koas1236-p-prefix-indexing-marker,-4,simple,P,2pl,A,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-15,koas1236,koas1236-p-prefix-indexing-marker,-4,simple,S,2pl,NA,NA,any,NA,non-exemplar,stative,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-16,koas1236,koas1236-p-prefix-indexing-marker,-4,simple,P,2sg,A,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-17,koas1236,koas1236-p-prefix-indexing-marker,-4,simple,S,2sg,NA,NA,any,NA,non-exemplar,stative,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-18,koas1236,koas1236-s-a-prefixes-primarily-indexing-marker,-1,simple,A,1pl,P,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-19,koas1236,koas1236-s-a-prefixes-primarily-indexing-marker,-1,simple,S,1pl,NA,NA,any,NA,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-20,koas1236,koas1236-s-a-prefixes-primarily-indexing-marker,-1,simple,A,1sg,P,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-21,koas1236,koas1236-s-a-prefixes-primarily-indexing-marker,-1,simple,S,1sg,NA,NA,any,NA,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-22,koas1236,koas1236-s-a-prefixes-primarily-indexing-marker,-1,simple,A,2pl,P,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-23,koas1236,koas1236-s-a-prefixes-primarily-indexing-marker,-1,simple,S,2pl,NA,NA,any,NA,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-24,koas1236,koas1236-s-a-prefixes-primarily-indexing-marker,-1,simple,A,2sg,P,any,any,none,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
koas1236-25,koas1236,koas1236-s-a-prefixes-primarily-indexing-marker,-1,simple,S,2sg,NA,NA,any,NA,any,default,,"kimball1991koasati[112-114,127,57-58]",,AWM
guan1269-7,guan1269,guan1269-role-not-marked,NA,NA,P,any,A,any,any,none,any,default,any,"stenzel2013kotiria[285-287,315-316,321-322]",,HT
guan1269-8,guan1269,guan1269-role-not-marked,NA,NA,S,any,NA,NA,any,NA,any,default,assertion evidential,"stenzel2013kotiria[285-287,315-316,321-322]",,HT
guan1269-9,guan1269,guan1269-role-not-marked,NA,NA,A,any,P,any,any,none,any,default,assertion evidential,"stenzel2013kotiria[285-287,315-316,321-322]",,HT
guan1269-10,guan1269,guan1269-s-a-marker-indexing-marker,1,NA,S,any,NA,NA,any,NA,any,default,default,"stenzel2013kotiria[285-287,315-316,321-322]",,HT
guan1269-11,guan1269,guan1269-s-a-marker-indexing-marker,1,simple,A,any,P,any,any,none,any,default,default,"stenzel2013kotiria[285-287,315-316,321-322]",,HT
koyr1242-22,koyr1242,koyr1242-role-not-marked,NA,NA,any,any,any,any,any,NA,any,default,,heath1999koyraboro[79],No agreement,AWM
kren1239-4,kren1239,kren1239-role-not-marked,NA,NA,any,any,any,any,any,NA,any,default,,pessoa2012krenak[225-227],,DI
kron1241-21,kron1241,kron1241-indexing-marker-n-indexing-marker,prefix,NA,S,1sg,NA,NA,any,NA,any,default,,reh1985krongo,,HT; AWM
kron1241-22,kron1241,kron1241-indexing-marker-n-indexing-marker,prefix,simple,A,1sg,P,any,any,none,any,default,,reh1985krongo,,HT; AWM
kron1241-23,kron1241,kron1241-indexing-marker-n-indexing-marker,prefix,NA,S,2sg,NA,NA,any,NA,any,default,,reh1985krongo,,HT; AWM
kron1241-24,kron1241,kron1241-indexing-marker-n-indexing-marker,prefix,simple,A,2sg,P,any,any,none,any,default,,reh1985krongo,,HT; AWM
kron1241-25,kron1241,kron1241-indexing-marker-m-indexing-marker,prefix,NA,S,3sg.F,NA,NA,any,NA,any,default,,reh1985krongo,,HT; AWM
kron1241-26,kron1241,kron1241-indexing-marker-m-indexing-marker,prefix,simple,A,3sg.F,P,any,any,none,any,default,,reh1985krongo,,HT; AWM
kron1241-27,kron1241,kron1241-indexing-marker-n-indexing-marker,prefix,NA,S,3sg.N,NA,NA,any,NA,non-exemplar,default,,reh1985krongo,Humans can be only masculine or feminine.,HT; AWM
kron1241-28,kron1241,kron1241-indexing-marker-n-indexing-marker,prefix,simple,A,3sg.N,P,any,any,none,non-exemplar,default,,reh1985krongo,Humans can be only masculine or feminine.,HT; AWM
kron1241-29,kron1241,kron1241-null-marker,NA,NA,S,3sg.M,NA,NA,any,NA,any,default,,reh1985krongo,,HT; AWM
kron1241-30,kron1241,kron1241-null-marker,NA,simple,A,3sg.M,P,any,any,none,any,default,,reh1985krongo,,HT; AWM
kron1241-31,kron1241,kron1241-indexing-marker-k-indexing-marker,prefix,NA,S,1pl,NA,NA,any,NA,any,default,,reh1985krongo,,HT; AWM
kron1241-32,kron1241,kron1241-indexing-marker-k-indexing-marker,prefix,simple,A,1pl,P,any,any,none,any,default,,reh1985krongo,,HT; AWM
kron1241-33,kron1241,kron1241-indexing-marker-k-indexing-marker,prefix,NA,S,2pl,NA,NA,any,NA,any,default,,reh1985krongo,,HT; AWM
kron1241-34,kron1241,kron1241-indexing-marker-k-indexing-marker,prefix,simple,A,2pl,P,any,any,none,any,default,,reh1985krongo,,HT; AWM
kron1241-35,kron1241,kron1241-indexing-marker-k-indexing-marker,prefix,NA,S,3pl,NA,NA,any,NA,any,default,,reh1985krongo,,HT; AWM
kron1241-36,kron1241,kron1241-indexing-marker-k-indexing-marker,prefix,simple,A,3pl,P,any,any,none,any,default,,reh1985krongo,,HT; AWM
kuik1246-4,kuik1246,kuik1246-role-not-marked,NA,NA,any,any,any,any,any,NA,any,default,,"bassonodatekalapalo[100-108,156,190,197,244,48,66-67,76]",,HT;AWM
kuna1268-10,kuna1268,kuna1268-a-a-1sgp-indexing-indexing-marker,-1,simple,P,1sg,A,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-11,kuna1268,kuna1268-a-a-1sgp-indexing-indexing-marker,-1,simple,P,1sg,A,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-12,kuna1268,kuna1268-a-a-1sgp-indexing-indexing-marker,-1,simple,P,1sg,A,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-13,kuna1268,kuna1268-a-a-1sgp-indexing-indexing-marker,-1,simple,P,1sg,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-14,kuna1268,kuna1268-a-a-1sgp-indexing-indexing-marker,-1,simple,P,1sg,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-15,kuna1268,kuna1268-a-a-1sgp-indexing-indexing-marker,-1,simple,P,1sg,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-16,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.excl,A,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-17,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.excl,A,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-18,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.excl,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-19,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.excl,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
